29.09	^	30.09	^	01.10	^	02.10	^	03.10	^	04.10	^	05.10	^																																																																																																																																																																																																																																																		
2	^	синема сити1	^	Адрес 1	^	29.09	^	13:30	^	2.5	^	12	^	10	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^
3	^	синема сити1	^	Адрес 1	^	29.09	^	15:00	^	3.5	^	12	^	10	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^
4	^	синема сити1	^	Адрес 1	^	29.09	^	16:40	^	4.5	^	12	^	10	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^
4	^	синема сити1	^	Адрес 1	^	29.09	^	20:00	^	4.5	^	12	^	10	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^
5	^	синема сити1	^	Адрес 1	^	29.09	^	18:20	^	5.5	^	12	^	10	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^
6	^	синема сити1	^	Адрес 1	^	29.09	^	21:40	^	6.5	^	12	^	10	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^
1	^	синема сити1	^	Адрес 1	^	30.09	^	13:00	^	1.5	^	12	^	10	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^
2	^	синема сити1	^	Адрес 1	^	30.09	^	11:30	^	2.5	^	12	^	10	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^
3	^	синема сити1	^	Адрес 1	^	30.09	^	14:20	^	3.5	^	12	^	10	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^
4	^	синема сити1	^	Адрес 1	^	30.09	^	16:00	^	4.5	^	12	^	10	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^	-1	^
